artist,song,duration_s,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre,country,latin,Folk/Acoustic,blues,classical,pop,easy listening,World/Traditional,hip hop,Dance/Electronic,metal,R&B,jazz,rock
Rihanna,Hard,250.6,1,2009,0.55,0.31,0.746,1,-3.599,1,0.111,0.0121,0.0,0.649,0.163,182.032,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Tinie Tempah,Pass Out,268.053,1,2010,0.53,0.693,0.891,1,-3.261,1,0.296,0.0281,0.0,0.143,0.532,91.1,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,1,1,0,0,0,0
Adam Lambert,Whataya Want from Me,227.32,0,2009,0.57,0.438,0.672,11,-4.706,0,0.0429,0.0055,0.0,0.0583,0.457,185.934,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Timbaland,If We Ever Meet Again (Featuring Katy Perry),292.706,0,2009,0.68,0.652,0.605,8,-7.371,1,0.0393,0.00481,0.0,0.0605,0.394,126.091,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Enrique Iglesias,I Like It,231.373,0,2010,0.63,0.648,0.942,10,-2.881,0,0.0878,0.021,0.0,0.0594,0.73,129.007,"pop, latin",0,1,0,0,0,1,0,0,0,0,0,0,0,0
Usher,OMG (feat. will.i.am),269.493,0,2010,0.73,0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-05,0.36,0.326,129.998,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Maroon 5,Misery,216.2,0,2010,0.67,0.703,0.81,4,-4.874,0,0.0424,0.000315,0.0,0.216,0.726,102.978,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Rihanna,Man Down,267.0,1,2010,0.68,0.47,0.904,0,-4.024,0,0.177,0.0436,0.0,0.0491,0.557,155.788,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
3OH!3,My First Kiss (feat. Ke$ha),192.44,0,2010,0.62,0.682,0.889,0,-4.166,1,0.0804,0.00564,0.0,0.36,0.827,138.021,"hip hop, pop, rock",0,0,0,0,0,1,0,0,1,0,0,0,0,1
Justin Bieber,Baby,214.24,0,2010,0.81,0.728,0.859,5,-5.237,0,0.137,0.0401,0.0,0.111,0.535,65.043,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cali Swag District,Teach Me How to Dougie,237.48,1,2011,0.66,0.846,0.438,11,-4.981,1,0.141,0.2,9.43e-05,0.0939,0.512,85.013,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Swedish House Mafia,Miami 2 Ibiza - Swedish House Mafia vs. Tinie Tempah,206.46,1,2010,0.54,0.736,0.929,7,-5.89,0,0.0674,0.00237,1.11e-05,0.402,0.658,125.03,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
K'NAAN,Wavin' Flag,220.52,0,2009,0.57,0.625,0.699,0,-6.416,1,0.0729,0.13,0.0,0.238,0.717,75.974,set(),0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ludacris,How Low,201.586,1,2010,0.63,0.785,0.498,1,-6.977,1,0.0533,0.00248,1.23e-06,0.224,0.418,143.96,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Kesha,Blah Blah Blah (feat. 3OH!3),172.053,1,2010,0.61,0.752,0.836,10,-3.173,1,0.115,0.0843,0.000425,0.424,0.519,120.003,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
DJ Khaled,"All I Do Is Win (feat. T-Pain, Ludacris, Snoop Dogg & Rick Ross)",232.506,1,2010,0.51,0.544,0.781,10,-3.616,1,0.189,0.014,0.0,0.161,0.277,150.1,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Jason Derulo,In My Head,199.026,0,2010,0.65,0.762,0.748,0,-4.15,0,0.033,0.0266,0.0,0.348,0.851,110.009,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Aloe Blacc,I Need A Dollar,243.053,0,2010,0.01,0.84,0.482,6,-7.116,0,0.0333,0.202,0.0,0.0873,0.957,95.498,R&B,0,0,0,0,0,0,0,0,0,0,0,1,0,0
B.o.B,Airplanes (feat. Hayley Williams of Paramore),180.48,1,2010,0.74,0.66,0.867,6,-4.285,0,0.116,0.11,0.0,0.0368,0.377,93.033,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Ludacris,My Chick Bad,216.933,1,2010,0.68,0.624,0.723,1,-6.782,1,0.378,0.172,0.0,0.483,0.757,84.789,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Nelly,Just A Dream,237.8,0,2010,0.73,0.531,0.752,1,-6.161,1,0.0305,0.0421,0.0,0.12,0.103,89.917,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Rihanna,What's My Name?,263.173,0,2010,0.66,0.692,0.786,2,-2.959,1,0.069,0.23,0.0,0.0797,0.583,100.025,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Shontelle,Impossible,226.533,0,2010,0.35,0.599,0.624,8,-3.631,1,0.0343,0.385,0.0,0.125,0.539,90.034,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Take That,The Flood,289.359,0,2010,0.57,0.514,0.83,11,-6.077,0,0.044,0.0378,1.43e-06,0.122,0.138,100.631,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Trey Songz,Say Aah (feat. Fabolous),207.546,0,2009,0.54,0.724,0.87,1,-3.614,0,0.113,0.00453,0.0,0.833,0.81,93.01,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Drake,Over,233.56,1,2010,0.57,0.325,0.848,7,-5.611,1,0.279,0.0109,0.0,0.124,0.433,100.093,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Example,Kickstarts,181.826,0,2010,0.63,0.61,0.836,5,-4.455,1,0.0573,0.00374,0.0,0.358,0.657,126.056,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Plan B,She Said,208.853,0,2010,0.62,0.72,0.538,3,-5.85,0,0.141,0.301,3.03e-06,0.144,0.815,147.007,Dance/Electronic,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Saturdays,Higher,207.613,0,2010,0.61,0.639,0.862,10,-3.292,1,0.0341,0.049,6.81e-06,0.264,0.596,117.011,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Jay Sean,Do You Remember,210.306,0,2009,0.02,0.855,0.668,11,-4.892,1,0.0644,0.0242,0.0,0.102,0.803,125.846,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Usher,Hey Daddy (Daddy's Home),224.093,0,2010,0.6,0.59,0.698,11,-4.262,1,0.0286,0.000176,0.0,0.107,0.352,95.975,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Lil Wayne,Right Above It,271.946,1,2010,0.68,0.376,0.841,3,-4.348,0,0.356,0.0435,0.0,0.578,0.463,76.052,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
The Wanted,All Time Low,205.2,0,2010,0.18,0.689,0.615,8,-5.022,0,0.0563,0.352,0.0,0.0789,0.783,134.036,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Kesha,Your Love Is My Drug,187.133,0,2010,0.69,0.826,0.612,1,-3.891,1,0.0982,0.00681,0.0,0.0889,0.756,120.057,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Ellie Goulding,Starry Eyed,176.613,0,2010,0.54,0.504,0.814,5,-5.346,0,0.0389,0.135,1.42e-05,0.324,0.596,149.967,"pop, rock, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,1
Drake,Find Your Love,208.946,0,2010,0.56,0.625,0.613,6,-6.005,0,0.173,0.0209,0.0,0.0286,0.738,96.033,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Jason Derulo,Ridin' Solo,215.746,0,2010,0.66,0.442,0.83,9,-4.02,1,0.146,0.128,0.0,0.129,0.578,89.338,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
JAY-Z,Young Forever,253.906,1,2009,0.65,0.637,0.69,9,-3.214,0,0.0693,0.417,0.0,0.211,0.103,140.329,hip hop,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Young Money,BedRock,288.133,1,2009,0.71,0.733,0.664,8,-6.163,1,0.295,0.102,0.0,0.191,0.557,148.005,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
B.o.B,Nothin' on You (feat. Bruno Mars),268.32,0,2010,0.74,0.688,0.853,10,-5.814,1,0.0493,0.386,0.0,0.0862,0.743,103.993,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Katy Perry,Teenage Dream,227.741,0,2010,0.69,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Scouting For Girls,This Ain't a Love Song,210.68,0,2017,0.52,0.458,0.905,0,-4.157,1,0.0451,0.000431,0.0,0.378,0.553,176.667,"pop, rock",0,0,0,0,0,1,0,0,0,0,0,0,0,1
Travie McCoy,Billionaire (feat. Bruno Mars),211.16,1,2010,0.72,0.633,0.673,6,-6.403,0,0.258,0.297,0.0,0.206,0.659,86.776,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Owl City,Fireflies,228.346,0,2009,0.78,0.512,0.662,3,-6.797,1,0.0439,0.0275,0.0,0.118,0.472,180.114,"rock, pop",0,0,0,0,0,1,0,0,0,0,0,0,0,1
Alicia Keys,Empire State of Mind (Part II) Broken Down,216.48,0,2009,0.71,0.484,0.368,6,-7.784,1,0.0341,0.74,3.82e-05,0.118,0.142,92.923,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Lady A,Need You Now,236.44,0,2010,0.73,0.581,0.717,4,-4.433,1,0.0318,0.0298,0.000186,0.243,0.316,107.884,"pop, country",1,0,0,0,0,1,0,0,0,0,0,0,0,0
Taylor Swift,Back To December,293.026,0,2010,0.65,0.529,0.67,2,-4.663,1,0.0303,0.117,0.0,0.334,0.286,141.893,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Neon Trees,Animal,212.306,0,2010,0.64,0.482,0.829,5,-5.576,1,0.0437,0.00034,0.0,0.378,0.739,147.99,"rock, pop",0,0,0,0,0,1,0,0,0,0,0,0,0,1
Kris Allen,Live Like We're Dying,212.506,0,2009,0.51,0.589,0.893,0,-2.948,1,0.0397,0.0273,0.0,0.343,0.94,92.011,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Matt Cardle,When We Collide,226.0,0,2011,0.46,0.443,0.683,2,-5.521,1,0.0343,0.0198,5.26e-06,0.313,0.447,81.986,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
The Band Perry,If I Die Young,222.773,0,2010,0.64,0.606,0.497,4,-6.611,1,0.0277,0.348,0.0,0.275,0.362,130.739,country,1,0,0,0,0,0,0,0,0,0,0,0,0,0
B.o.B,Magic (feat. Rivers Cuomo),196.133,0,2010,0.65,0.549,0.932,8,-4.11,0,0.343,0.0127,0.0,0.347,0.787,82.439,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Adele,Rolling in the Deep,228.093,1,2011,0.02,0.73,0.77,8,-5.114,1,0.0298,0.138,0.0,0.0473,0.507,104.948,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Maroon 5,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",201.493,0,2010,0.77,0.722,0.761,11,-4.459,0,0.0475,0.0117,0.0,0.315,0.624,128.044,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
LMFAO,Party Rock Anthem,262.146,0,2011,0.73,0.751,0.736,5,-4.168,0,0.156,0.0206,0.0,0.265,0.352,130.014,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,1,1,0,0,0,0
Katy Perry,Firework,227.893,0,2010,0.72,0.638,0.832,8,-5.039,1,0.049,0.141,0.0,0.113,0.648,124.071,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bruno Mars,Grenade,222.091,0,2010,0.78,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Pitbull,Hey Baby (Drop It to the Floor) (feat. T-Pain),234.453,0,2011,0.71,0.595,0.912,10,-3.428,0,0.0884,0.0434,0.0,0.259,0.762,128.024,"hip hop, pop, latin",0,1,0,0,0,1,0,0,1,0,0,0,0,0
David Guetta,Who's That Chick? (feat. Rihanna),201.04,0,2010,0.71,0.675,0.602,11,-4.733,0,0.116,0.00377,0.0,0.0458,0.933,127.938,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,1,1,0,0,0,0
Jennifer Lopez,On The Floor,284.866,0,2011,0.79,0.73,0.777,3,-5.194,0,0.0496,0.105,0.000478,0.0691,0.575,130.0,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Rihanna,S&M,243.533,0,2010,0.73,0.767,0.682,1,-5.02,1,0.042,0.0113,0.00016,0.104,0.833,127.975,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Kesha,Blow,219.973,0,2010,0.69,0.753,0.729,11,-3.862,0,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Snoop Dogg,Sweat - Remix,195.986,0,2011,0.68,0.813,0.732,7,-5.636,1,0.03,0.0597,0.00137,0.0826,0.731,130.02,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Taio Cruz,Higher,187.626,0,2010,0.61,0.672,0.907,8,-5.069,0,0.0721,0.0048,3.4e-05,0.156,0.746,128.027,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Usher,More - RedOne Jimmy Joker Remix,219.986,0,2010,0.67,0.551,0.893,7,-2.628,1,0.0543,0.00166,0.0,0.348,0.794,125.083,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Example,Changed the Way You Kiss Me - Radio Edit,195.466,0,2011,0.42,0.578,0.857,4,-3.78,0,0.041,0.00548,0.00162,0.0948,0.188,126.979,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Black Eyed Peas,Just Can’t Get Enough,219.426,0,2010,0.76,0.659,0.628,0,-8.685,0,0.179,0.186,0.0,0.105,0.262,94.05,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
David Guetta,Where Them Girls At (feat. Nicki Minaj & Flo Rida),194.84,1,2012,0.72,0.666,0.876,3,-3.078,1,0.0414,0.055,0.0,0.259,0.552,129.884,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,1,1,0,0,0,0
Lykke Li,I Follow Rivers - The Magician Remix,281.106,0,2011,0.51,0.786,0.709,9,-5.737,0,0.0395,0.0192,0.00118,0.0845,0.285,122.019,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",252.306,0,2011,0.81,0.671,0.939,8,-3.206,1,0.161,0.191,0.0,0.298,0.53,129.024,"hip hop, pop, latin",0,1,0,0,0,1,0,0,1,0,0,0,0,0
Selena Gomez & The Scene,Love You Like A Love Song,188.453,0,2011,0.79,0.858,0.678,1,-3.87,0,0.0469,0.0761,0.0,0.0741,0.922,117.009,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Wiz Khalifa,Black and Yellow,217.666,1,2011,0.75,0.684,0.834,2,-4.524,0,0.0675,0.0646,0.0,0.271,0.538,164.02,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Katy Perry,E.T.,229.573,0,2012,0.65,0.62,0.869,1,-5.252,1,0.175,0.0181,0.0,0.369,0.76,151.684,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Britney Spears,I Wanna Go,210.266,0,2011,0.66,0.696,0.546,5,-6.55,1,0.0414,0.00379,3.8e-06,0.332,0.787,130.002,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gym Class Heroes,Stereo Hearts (feat. Adam Levine),210.96,0,2011,0.81,0.646,0.795,9,-3.293,1,0.0976,0.0319,0.0,0.267,0.796,89.99,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Enrique Iglesias,Tonight (I'm Fuckin' You),232.213,1,2010,0.63,0.648,0.89,0,-3.982,0,0.0523,0.0294,3.58e-06,0.116,0.321,125.953,"pop, latin",0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jeremih,Down On Me,228.453,0,2010,0.72,0.7,0.598,2,-7.783,1,0.114,0.0369,0.0,0.111,0.594,160.041,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Sak Noel,Loca People - Radio Edit,215.624,1,2011,0.49,0.926,0.808,11,-3.148,0,0.0599,0.000915,0.00327,0.0515,0.701,127.998,Dance/Electronic,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Olly Murs,Heart Skips a Beat (feat. Rizzle Kicks),202.266,0,2011,0.61,0.843,0.881,9,-3.951,1,0.0581,0.14,0.0,0.0765,0.876,110.621,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
LMFAO,Sexy And I Know It,199.48,0,2011,0.67,0.707,0.861,7,-4.225,1,0.316,0.1,0.0,0.191,0.795,130.021,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,1,1,0,0,0,0
Cobra Starship,You Make Me Feel... (feat. Sabi),215.693,0,2011,0.7,0.668,0.857,7,-2.944,0,0.0535,0.0191,6.71e-06,0.0385,0.748,131.959,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Jessie J,Do It Like A Dude,195.24,1,2011,0.57,0.663,0.843,2,-3.672,1,0.049,0.0491,0.0,0.364,0.375,140.036,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
DJ Fresh,Louder (feat. Sian Evans) - Radio Edit,206.776,0,2012,0.55,0.31,0.926,6,-1.131,0,0.0464,0.0184,0.00792,0.483,0.493,139.85,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Nickelback,When We Stand Together,190.786,0,2011,0.65,0.446,0.9,10,-3.541,0,0.0489,0.000102,1.89e-05,0.0404,0.88,187.961,"rock, metal",0,0,0,0,0,0,0,0,0,0,1,0,0,1
M83,Midnight City,243.96,0,2011,0.76,0.507,0.729,11,-5.399,0,0.0393,0.0182,1.4e-06,0.0658,0.272,105.013,"rock, pop, metal, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,1,0,0,1
Britney Spears,Till the World Ends,237.946,0,2011,0.65,0.693,0.705,8,-5.747,1,0.0665,0.0228,0.0,0.202,0.45,131.951,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Labrinth,Earthquake (feat. Tinie Tempah),274.6,1,2012,0.62,0.54,0.856,0,-3.966,0,0.1,0.109,0.0,0.276,0.258,153.071,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Jason Derulo,Don't Wanna Go Home,206.08,0,2011,0.63,0.671,0.808,2,-4.861,0,0.0652,0.02,0.0,0.134,0.637,121.956,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Coldplay,Paradise,278.719,0,2011,0.82,0.449,0.585,5,-6.761,1,0.0268,0.0509,8.75e-05,0.0833,0.212,139.631,"rock, pop",0,0,0,0,0,1,0,0,0,0,0,0,0,1
Katy Perry,Last Friday Night (T.G.I.F.),230.746,0,2012,0.74,0.649,0.815,3,-3.796,0,0.0415,0.00125,4.31e-05,0.671,0.765,126.03,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Adele,Set Fire to the Rain,242.973,0,2011,0.02,0.603,0.67,2,-3.882,0,0.0249,0.00408,1.66e-06,0.112,0.445,107.995,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Dr. Dre,I Need A Doctor,283.733,1,2011,0.71,0.594,0.946,3,-4.521,1,0.452,0.0869,0.0,0.306,0.397,155.826,hip hop,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lil Wayne,6 Foot 7 Foot,248.586,1,2011,0.01,0.364,0.752,2,-5.429,1,0.304,0.0007,0.0,0.318,0.606,79.119,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
DJ Khaled,I'm On One,296.146,1,2011,0.7,0.413,0.807,11,-3.499,0,0.318,0.0536,0.0,0.631,0.438,149.33,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Chris Brown,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),222.586,1,2011,0.71,0.767,0.677,11,-6.128,0,0.184,0.0339,5.51e-06,0.144,0.538,146.155,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Far East Movement,Rocketeer,211.253,0,2010,0.61,0.664,0.845,4,-6.115,0,0.0461,0.181,0.0,0.267,0.357,96.005,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
The Wanted,Glad You Came,197.935,0,2011,0.77,0.722,0.851,7,-3.873,0,0.0639,0.0319,0.0,0.108,0.452,126.885,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Kesha,We R Who We R,204.76,0,2010,0.71,0.736,0.817,8,-4.9,1,0.0407,0.00987,0.00167,0.117,0.653,119.95,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Kelly Rowland,Motivation,230.56,0,2011,0.65,0.744,0.672,9,-5.589,0,0.0418,0.187,0.000123,0.105,0.266,140.889,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Rihanna,We Found Love,215.226,0,2011,0.75,0.735,0.766,1,-4.485,1,0.0383,0.025,0.00138,0.108,0.6,127.985,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Nicole Scherzinger,Don't Hold Your Breath,197.44,0,2011,0.62,0.66,0.797,5,-6.096,0,0.0262,0.00646,0.000108,0.187,0.674,110.955,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Mann,Buzzin Remix,224.333,1,2011,0.48,0.687,0.939,10,-4.372,0,0.146,0.0887,0.0,0.283,0.539,104.029,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Chris Brown,Yeah 3x,241.666,1,2011,0.69,0.705,0.882,11,-3.201,0,0.0445,0.000369,1.16e-06,0.0934,0.7,130.0,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Swedish House Mafia,Save The World,213.337,0,2011,0.65,0.507,0.665,0,-7.598,1,0.0474,0.0144,0.0,0.0759,0.4,126.879,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Kanye West,All Of The Lights,299.613,1,2010,0.76,0.531,0.803,1,-3.284,1,0.0717,0.0796,1.71e-05,0.176,0.221,142.113,hip hop,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Miguel,Sure Thing,195.373,0,2010,0.78,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,"pop, R&B",0,0,0,0,0,1,0,0,0,0,0,1,0,0
Diddy - Dirty Money,Coming Home,238.693,0,2010,0.69,0.392,0.839,7,-1.921,1,0.193,0.158,0.0,0.3,0.232,168.001,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Chris Brown,Beautiful People,225.881,0,2019,0.53,0.415,0.775,5,-6.366,0,0.161,0.0658,0.00431,0.0843,0.536,127.898,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Avril Lavigne,What the Hell,220.706,0,2011,0.74,0.578,0.926,6,-3.689,0,0.0548,0.00472,0.0127,0.14,0.877,149.976,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Professor Green,Read All About It,235.735,1,2011,0.39,0.656,0.752,11,-5.522,0,0.0434,0.336,0.0,0.223,0.445,100.963,Dance/Electronic,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Chase & Status,Blind Faith,233.666,0,2011,0.6,0.45,0.846,9,-4.712,0,0.0472,0.00523,0.0,0.228,0.402,140.042,Dance/Electronic,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Chip,Champion (feat. Chris Brown),237.293,1,2011,0.48,0.415,0.934,6,-2.914,0,0.24,0.078,0.0,0.145,0.52,190.151,"hip hop, Dance/Electronic",0,0,0,0,0,0,0,0,1,1,0,0,0,0
Selena Gomez & The Scene,Who Says,195.613,0,2011,0.76,0.682,0.927,4,-2.915,1,0.0479,0.0843,0.0,0.149,0.744,101.019,"pop, Dance/Electronic",0,0,0,0,0,1,0,0,0,1,0,0,0,0
Rizzle Kicks,Down With The Trumpets,186.851,0,2011,0.59,0.753,0.88,4,-4.689,0,0.0806,0.087,0.0,0.24,0.794,115.057,hip hop,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Lady Gaga,Born This Way,260.253,0,2011,0.72,0.587,0.828,11,-5.108,1,0.161,0.00327,0.0,0.331,0.494,123.907,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mac Miller,Donald Trump,165.908,1,2011,0.61,0.636,0.901,1,-7.094,0,0.118,0.119,0.0,0.391,0.836,162.994,hip hop,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Calvin Harris,Bounce (feat. Kelis) - Radio Edit,222.186,0,2012,0.62,0.779,0.963,2,-2.125,0,0.0399,0.0334,0.493,0.664,0.759,127.941,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,1,1,0,0,0,0
David Guetta,Without You (feat. Usher),208.133,0,2012,0.7,0.608,0.614,2,-3.727,1,0.0285,0.227,4.06e-06,0.157,0.402,127.884,"hip hop, pop, Dance/Electronic",0,0,0,0,0,1,0,0,1,1,0,0,0,0
Foster The People,Pumped Up Kicks,239.6,0,2011,0.82,0.733,0.71,5,-5.849,0,0.0292,0.145,0.115,0.0956,0.965,127.975,"rock, pop",0,0,0,0,0,1,0,0,0,0,0,0,0,1
Drake,Headlines,235.986,1,2011,0.74,0.636,0.566,6,-7.16,0,0.106,0.365,0.000353,0.0917,0.425,151.894,"hip hop, pop, R&B",0,0,0,0,0,1,0,0,1,0,0,1,0,0
Jessie J,Price Tag,223.053,0,2011,0.73,0.636,0.831,5,-3.945,1,0.182,0.0294,3.85e-06,0.272,0.668,175.015,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
Jason Aldean,Dirt Road Anthem,229.413,0,2010,0.53,0.678,0.739,2,-5.068,1,0.0352,0.32,2.36e-06,0.116,0.658,127.037,country,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Wiz Khalifa,Roll Up,227.773,1,2011,0.63,0.523,0.805,3,-5.473,1,0.192,0.0524,0.0,0.0914,0.602,125.358,"hip hop, pop",0,0,0,0,0,1,0,0,1,0,0,0,0,0
OneRepublic,Good Life,253.306,1,2009,0.72,0.634,0.69,6,-7.804,1,0.052,0.0771,0.0,0.132,0.645,94.988,pop,0,0,0,0,0,1,0,0,0,0,0,0,0,0
